ID,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,S,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,EARNINGS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC,EXP
4080,0,1,1980,31,25,53000,322,1,0,0,0,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,1,0,0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,.0972592,-.0309747,1.192013,.1647349,.3228064,1.090753,.3720424,.3975794,.6187628,62642,68,210,220,16,14,16,14,1,0,0,1,0,0,1,0,4,12.43,40,7.057693,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,8.846154
688,0,1,1982,29,26,,,0,1,0,0,0,0,0,0,1,0,0,1,0,13,0,0,0,0,0,1,0,0,14,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1.040635,-1.771466,-1.175632,-.60442,.1080425,.2872121,-1.38217,-1.285655,-1.572012,13401,71,197,215,14,7,5,7,7,0,1,0,0,0,1,0,2,30,40,6.865385,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,5.980769
3053,0,1,1982,29,24,85000,534,0,1,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,12,6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,.0696964,.7942437,.9428431,.0751242,-.6958239,.2451347,.5151849,.525987,.9259565,74425,67,132,140,18,12,12,12,2,0,1,0,0,0,1,0,2,11.5,40,.3653846,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9.307693
1695,0,1,1984,27,25,122000,652,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.75435,.4822855,.7802935,.645239,1.067392,-4.646924,1.310635,1.024159,.6729124,89436,68,160,170,12,14,12,14,2,0,0,1,0,0,1,0,5,21.05,50,3.211539,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.865385
2010,0,1,1984,27,24,41840,263,1,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,1,11,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.1474592,-.0788924,-.6920748,.3218989,1.726015,-.1973156,-.1312566,-.0850284,-.4115312,34266,73,145,155,9,9,9,9,3,0,0,1,0,0,1,0,6,17.25,40,1.173077,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9.134615
1491,0,1,1982,29,30,61050,384,1,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,0,1,0,0,0,0,3,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.340931,1.202891,1.209738,1.421491,1.562948,2.415394,1.399448,1.44751,1.286207,95156,71,240,203,13,12,13,12,3,0,0,1,0,0,1,0,4,41.59,40,1.096154,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6.211538
2208,0,1,1980,31,31,68000,427,1,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.549642,1.535315,1.21759,1.388126,.4044131,1.013456,1.607653,1.591797,1.467669,96961,70,160,166,16,16,16,16,1,1,0,0,0,0,1,0,9,26.5,40,4.865385,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6.307693
4475,0,1,1980,31,32,124300,984,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-.6763502,-.2859521,-.4049066,-.6324838,-.3058119,-.2451268,-.5619862,-.5602047,-.3688112,22265,68,145,160,16,16,16,16,2,0,0,0,1,0,1,0,8,18.31,40,6.461538,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,12.61539
2630,0,1,1982,29,25,8000,39,0,0,0,1,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,6,,1,0,0,0,,,,,0,1,0,0,0,0,1,0,0,0,-.423666,-.951896,-.9343153,-1.534155,-1.260146,-.723581,-.7515841,-1.076308,-1.006265,14356,70,180,190,12,12,,12,4,0,1,0,0,1,0,0,7,15,40,7.615385,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10.53846
8910,0,1,1980,31,26,29256,156,1,0,0,0,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,1,0,0,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-.2938078,-.5101956,-1.545881,-.6695884,-1.188812,-1.124701,-.7268942,-.8455706,-1.096851,19314,64,245,220,9,12,9,12,2,0,0,1,0,0,1,0,8,14,40,.25,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,11.40385
3482,0,1,1984,27,28,75000,401,1,0,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,0,1,0,0,11,11,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,.7718877,.074777,.220927,.4586559,.1557057,-.762088,.5050177,.4264624,.1573001,62888,68,185,180,12,12,12,12,2,0,0,1,0,0,1,0,3,10,50,2.538461,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5.923077
2910,0,1,1980,31,19,70200,556,0,0,0,1,0,0,0,1,0,0,1,0,0,13,0,0,0,0,0,1,0,0,,,0,0,1,0,,,,,0,1,0,0,0,1,0,0,0,0,1.74038,.8944566,.9751607,1.751751,-.0036201,.3483206,1.469763,1.499754,.9966319,93256,71,220,285,14,19,,19,1,0,1,0,0,0,1,0,5,75,40,1.25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10.53846
5023,0,1,1982,29,29,7900,62,0,0,0,1,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,6,,1,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,-.4620268,1.197199,.3634595,-1.960328,-.7789143,.0986429,.1744848,-.2417581,.8318713,51342,72,175,190,10,12,,12,4,1,0,0,0,1,0,0,6,8.15,28,.6346154,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,9.211538
3466,0,1,1982,29,35,61200,385,1,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,1,8,8,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-.4492399,.2239595,-.2292689,-.1050981,-.8092489,-1.524922,-.2487936,-.1572355,-.0032234,42322,73,185,220,13,17,13,17,0,0,0,1,0,0,1,0,8,13,45,2.384615,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8.480769
4031,0,1,1981,30,22,52543,416,0,0,0,0,1,0,0,0,1,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,.2174276,.6417245,-.836677,-.482091,-.4977852,-1.088353,.0654767,-.1292435,-.1043557,37429,72,190,214,12,12,12,,1,0,0,1,0,0,1,0,3,26.42,40,7,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,7.307693
2715,0,1,1981,30,20,19800,157,0,0,0,1,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,-1.103889,-2.273441,-1.209217,-1.649295,-1.79294,-.6083583,-1.564096,-1.74561,-1.857614,6446,75,170,170,10,9,,9,5,0,1,0,0,0,1,0,11,11.65,31,6.211538,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10
4759,0,1,1981,30,19,17500,110,0,0,0,1,0,0,0,1,0,0,0,0,1,15,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1.560055,1.038988,1.589839,.9819503,.1023119,.6670548,1.579282,1.44633,1.401502,90763,72,150,190,12,9,,9,2,0,0,0,1,0,1,0,6,16.73,40,3.538461,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,5.576923
1933,0,1,1981,30,20,21400,198,0,0,0,1,0,0,0,0,1,0,0,0,1,20,1,0,0,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,1.985221,1.23136,1.175041,1.514136,1.146877,.9145324,1.751821,1.651985,1.282886,98824,72,205,213,12,14,,14,2,0,0,0,1,0,1,0,12,30,15,1.153846,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.269231
1162,0,1,1980,31,26,60300,288,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,.7206221,.6998087,.4925264,1.080688,-.0065876,-1.002209,.7232251,.8370857,.6354529,85744,71,230,250,12,14,18,14,0,1,0,0,0,0,1,0,3,23.08,40,9.057693,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,8.596154
3172,0,1,1983,28,22,17675,140,0,0,0,1,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,1,0,0,15,,0,1,0,0,,,,,0,0,1,0,0,1,0,0,0,0,-1.601803,-1.826052,-2.258114,-1.365554,-2.19899,-1.246445,-2.003021,-1.973863,-2.178384,4712,69,210,258,10,10,,10,1,0,1,0,0,0,1,0,1,18,40,8.442307,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,9.788462
511,0,1,1980,31,16,,,1,0,0,0,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,1,0,0,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,.1004559,-.4316535,-2.205333,-1.24418,.1561311,-.4047092,-.6698439,-1.058588,-1.406636,19706,67,198,210,4,6,4,6,2,0,0,0,1,0,1,0,6,17.78,45,9.5,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,13.53846
2683,0,1,1983,28,27,30000,188,0,0,0,1,0,0,0,1,0,0,1,0,0,12,0,0,0,0,0,1,0,0,8,,0,0,1,0,,,,,1,0,0,0,0,1,0,0,0,0,-1.492048,.1170125,-.4999463,-.6011989,-.2250988,-.9313315,-.9256574,-.6935408,-.2046019,26253,73,154,170,12,16,,16,2,0,1,0,0,0,1,0,,18.75,40,.4423077,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,7.096154
4762,0,1,1984,27,29,25700,203,0,0,0,1,0,0,0,1,0,0,0,1,0,18,0,0,0,0,0,1,0,0,9,,0,0,0,1,,,,,1,0,0,0,0,0,1,0,0,0,-.9362333,.2238933,-.7899362,-.711729,-.8392357,-.2665096,-.670513,-.6201759,-.3022498,34419,72,165,165,12,12,,12,1,0,0,0,1,0,1,0,8,5.67,30,3.403846,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,7.769231
2434,0,1,1980,31,20,76000,478,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,1.300296,.4311717,.3234932,1.300135,2.700114,1.714746,.9215321,.9382309,.4020534,78235,76,335,380,13,12,13,12,1,1,0,0,0,1,0,0,7,26.92,40,5.596154,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9.653846
2976,0,1,1983,28,20,34000,314,0,0,0,1,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,12,,0,1,0,0,,,,,1,0,0,0,0,1,0,0,0,0,.7030417,.6577011,-.127406,.8904058,.9732822,1.009217,.5316442,.5936599,.2824022,69353,68,160,175,16,16,,16,1,0,1,0,0,0,1,0,5,12.89,40,1.769231,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,3.923077
3077,0,1,1984,27,27,54200,341,1,0,0,0,0,0,0,1,0,0,0,0,1,19,0,0,0,1,0,0,0,0,8,9,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,.5758214,.4970833,-.3017415,.4989409,-.150113,.0292791,.3696871,.3547855,.1037792,71146,68,170,175,13,12,13,12,1,0,1,0,0,1,0,0,2,24.67,50,1.076923,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.75
4211,0,1,1980,31,24,13500,61,0,0,0,0,1,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,1,0,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,.5288181,.2831938,-2.214229,-.0557724,-1.658998,-.5200325,-.2404429,-.4086194,-1.030169,39319,67,145,165,9,12,9,,2,0,0,1,0,0,1,0,6,12,40,.6153846,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,12.51923
475,0,1,1981,30,14,,,0,0,1,0,0,0,0,0,1,0,0,1,0,13,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-1.357496,-.5238863,-.7043417,-.8287539,-1.066064,-1.315259,-1.083986,-.9561053,-.6553779,15463,71,150,170,12,10,12,12,5,0,0,0,1,0,1,0,1,16.5,40,10.61539,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9.923077
1560,0,1,1984,27,22,34500,273,0,0,0,1,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,1,0,0,8,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,.473526,.1601489,.5578814,-.2018059,-.7474076,.2764449,.4570958,.2763339,.382517,50201,65,130,160,9,11,,11,2,0,0,1,0,0,1,0,1,17,40,6.115385,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6.173077
3896,0,1,1984,27,33,100300,454,1,0,0,0,0,0,0,1,0,0,0,0,1,19,0,0,1,0,0,0,0,0,14,10,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.533776,1.189165,.4533477,.8922496,.8740089,-.7461921,1.293814,1.137874,.8755222,91167,70,155,200,20,18,20,18,2,0,0,1,0,0,1,0,2,16,40,5.384615,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.769231
